filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
_Command_I_Avanza_18.wav,0.5610470175743103,1216.076584468184,1906.4713029734623,2887.24365234375,0.033927796378968256,-304.6065673828125,105.81693267822266,25.773632049560547,41.38511657714844,0.2581709325313568,23.52914047241211,12.136617660522461,3.221008062362671,11.67939567565918,4.700556755065918,7.0235185623168945,7.8659491539001465,0.6907337307929993,2.1287176609039307,0.4240562915802002,1.5439951419830322,0.9215336441993713,4.874876976013184,0.36269858479499817,2.5063488483428955,avanza
_Command_Avanza_14.wav,0.39530637860298157,1983.0982601895012,1822.0396040132123,3750.2606560202207,0.11899701286764706,-167.53004455566406,131.46298217773438,-21.487537384033203,35.34466552734375,-24.31583023071289,31.95629119873047,-12.727128028869629,5.302085876464844,-9.682482719421387,-0.6061723232269287,8.795656204223633,10.11563491821289,-9.641478538513184,5.068021297454834,-3.818474292755127,6.461788177490234,-3.7622344493865967,-6.758687496185303,5.595470905303955,-2.116474151611328,avanza
_Command_I_Avanza_9.wav,0.5529420375823975,1674.140499041957,1978.8527664198868,3797.674005681818,0.06689453125,-254.99635314941406,104.27518463134766,-0.3321758210659027,46.231597900390625,-9.514655113220215,26.685720443725586,12.545661926269531,3.915367603302002,5.870415210723877,1.9364913702011108,8.408575057983398,1.7554892301559448,0.7266905903816223,2.9153754711151123,-2.892289876937866,2.8859293460845947,1.2229974269866943,5.095342636108398,-0.6411444544792175,1.8987183570861816,avanza
_Command_I_Avanza_24.wav,0.5638754963874817,1242.3919572177222,1854.8508809803725,2550.76171875,0.034505208333333336,-287.4439697265625,110.70346069335938,22.979244232177734,43.234928131103516,-0.47183743119239807,26.92865562438965,9.605884552001953,5.25068998336792,8.189720153808594,1.877908706665039,7.768119812011719,5.450295448303223,0.28401005268096924,1.791564702987671,-0.5106272101402283,2.871432065963745,0.8936776518821716,3.7375099658966064,2.0098483562469482,2.424776315689087,avanza
_Command_Karla_Avanza_15.wav,0.24071933329105377,1965.831857941469,1970.5604590668217,3531.859412560096,0.09119591346153846,-266.2880859375,113.02806091308594,4.333920001983643,30.092987060546875,-6.5861616134643555,28.91724967956543,-10.980147361755371,0.017502712085843086,-4.0005316734313965,7.6364006996154785,-1.021013855934143,-4.190057754516602,12.055158615112305,2.6679317951202393,3.1174204349517822,9.741911888122559,-5.509914875030518,11.676920890808105,-4.757507801055908,-0.8825511932373047,avanza
_Command_Karla_Avanza_13.wav,0.21710707247257233,1891.7957526989514,1820.0906058849534,3113.34228515625,0.1060791015625,-260.3979187011719,120.82242584228516,-0.48036351799964905,26.84099578857422,-9.959693908691406,26.3553524017334,-15.712020874023438,2.7292585372924805,-1.7253366708755493,2.588435173034668,2.77081036567688,-6.488101959228516,11.041542053222656,2.5200021266937256,2.621027708053589,11.970634460449219,-9.653115272521973,11.146267890930176,-3.3436851501464844,-2.962278127670288,avanza
_Command_Avanza_30.wav,0.3600597381591797,1912.1803593006243,1741.7463015901099,3644.879150390625,0.10761369977678571,-153.3726348876953,137.2177276611328,-27.6461124420166,46.9813117980957,-24.24630355834961,23.4447021484375,4.456484794616699,-4.7589921951293945,-12.215813636779785,0.30565446615219116,13.217794418334961,10.888039588928223,-2.1471433639526367,-8.685824394226074,1.4853285551071167,8.349884033203125,-7.701066493988037,-4.047581672668457,-1.3717399835586548,-3.8071835041046143,avanza
_Command_Ana_Avanza_14.wav,0.3007509708404541,1905.702695648509,1667.154973217901,3290.1755593039775,0.11146129261363637,-134.91111755371094,135.8104705810547,-42.888031005859375,6.559892177581787,-22.850034713745117,18.610673904418945,-16.21853256225586,-4.20283317565918,-1.0843520164489746,1.7554078102111816,15.290175437927246,-13.427498817443848,1.195027232170105,6.833552837371826,-2.7320332527160645,-1.2719529867172241,-3.7626841068267822,2.129314422607422,-6.283932209014893,-4.819552421569824,avanza
_Command_Gerardo_Avanza_39.wav,0.4715569317340851,1234.0254566168442,1855.4012961557635,2537.2475363991475,0.04371226917613636,-291.0953063964844,118.26952362060547,27.327178955078125,44.97816848754883,-1.936574935913086,20.322813034057617,3.85164475440979,9.342813491821289,5.284213542938232,-1.3703789710998535,11.986300468444824,4.2178120613098145,5.931098461151123,0.12189093232154846,-1.2595337629318237,8.80191421508789,-2.3387913703918457,-0.558251678943634,0.7982028722763062,-5.216670513153076,avanza
_Command_I_Avanza_29.wav,0.5482844710350037,1354.7360431287245,1936.0935178829848,3251.744384765625,0.041022600446428574,-324.7687072753906,113.52571105957031,10.077269554138184,56.521636962890625,-4.524076461791992,28.79264259338379,11.80618667602539,2.055427074432373,10.337265014648438,-0.743412971496582,11.139663696289062,1.6278502941131592,2.369504928588867,2.4344515800476074,0.5336068272590637,2.9271044731140137,1.0188193321228027,4.319784641265869,0.313443660736084,1.8624204397201538,avanza
